ts,platform,ms_played,conn_country,ip_addr,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode,genre
2024-02-16T19:29:03Z,windows,1190,TR,188.119.44.79,Future World,Helloween,"Keeper of the Seven Keys, Pt. 1 & 2 - Deluxe Edition",spotify:track:3dT3OPMkRei9JQN66sWnPT,,,,clickrow,endplay,False,True,False,1708111742,False,"german metal, german power metal, hard rock, metal, old school thrash, power metal, speed metal, symphonic metal, thrash metal"
2024-02-16T19:29:05Z,windows,1720,TR,188.119.44.79,Sabbath Bloody Sabbath (2009 - Remaster),Black Sabbath,Sabbath Bloody Sabbath,spotify:track:29KYPEsbcMcVKnd6iyu6Q5,,,,clickrow,endplay,False,True,False,1708111743,False,"album rock, alternative metal, birmingham metal, classic rock, hard rock, metal, rock, stoner rock, uk doom metal"
2024-02-16T19:33:07Z,windows,242800,TR,188.119.44.79,Future World,Helloween,"Keeper of the Seven Keys, Pt. 1 & 2 - Deluxe Edition",spotify:track:3dT3OPMkRei9JQN66sWnPT,,,,clickrow,trackdone,False,False,False,1708111745,False,"german metal, german power metal, hard rock, metal, old school thrash, power metal, speed metal, symphonic metal, thrash metal"
2024-02-16T19:36:37Z,windows,209906,TR,188.119.44.79,The Game (Triple H),WWE,"WWE: The Music, Vol. 5",spotify:track:2zSpaFB7e0Yo1QKsDQ22Ol,,,,trackdone,trackdone,False,False,False,1708111987,False,wrestling
2024-02-16T19:39:26Z,windows,168320,TR,188.119.44.79,Ace of Spades,Motörhead,Ace of Spades,spotify:track:3CIOopLwvyMvXk97ZEksKO,,,,trackdone,trackdone,False,False,False,1708112198,False,"alternative metal, hard rock, metal, nu metal, rock, speed metal"
2024-02-16T20:33:59Z,windows,344600,TR,188.119.44.79,Sabbath Bloody Sabbath (2009 - Remaster),Black Sabbath,Sabbath Bloody Sabbath,spotify:track:29KYPEsbcMcVKnd6iyu6Q5,,,,trackdone,trackdone,False,False,False,1708112366,False,"album rock, alternative metal, birmingham metal, classic rock, hard rock, metal, rock, stoner rock, uk doom metal"
2024-02-16T20:38:39Z,windows,280346,TR,188.119.44.79,Skeletons Of Society,Slayer,Seasons In The Abyss,spotify:track:2LTazmGAG6srTflsDKMPsk,,,,trackdone,trackdone,False,False,False,1708115639,False,"alternative metal, death metal, groove metal, hard rock, metal, old school thrash, rock, speed metal, thrash metal"
2024-02-16T20:42:43Z,windows,243385,TR,188.119.44.79,Rivalry,Airbourne,Breakin' Outta Hell,spotify:track:1roMHP8V9VGzpz3KfZMSZX,,,,trackdone,trackdone,False,False,False,1708115920,False,hard rock
2024-02-16T20:46:32Z,windows,227746,TR,188.119.44.79,Rock 'n' Roll,Motörhead,Rock N' Roll,spotify:track:738MwM1wbo84IO5DaQma1e,,,,trackdone,trackdone,False,False,False,1708116164,False,"alternative metal, hard rock, metal, nu metal, rock, speed metal"
2024-02-16T20:49:58Z,windows,205506,TR,188.119.44.79,Back In the Game,Airbourne,Black Dog Barking,spotify:track:2XjeZEdPK7Qo66Z7ONp854,,,,trackdone,trackdone,False,False,False,1708116392,False,hard rock
2024-02-16T20:51:11Z,windows,72493,TR,188.119.44.79,For the Glory of...,Testament,The Formation of Damnation,spotify:track:6J4VOoKhRZFNeWkVH0WTzH,,,,trackdone,trackdone,False,False,False,1708116598,False,"alternative metal, groove metal, hard rock, metal, old school thrash, thrash metal"
2024-02-16T20:54:31Z,windows,199866,TR,188.119.44.79,Repentless,Slayer,Repentless,spotify:track:6W2KBpMMXW17r7dPyqi8Iu,,,,trackdone,trackdone,False,False,False,1708116671,False,"alternative metal, death metal, groove metal, hard rock, metal, old school thrash, rock, speed metal, thrash metal"
2024-02-16T20:55:22Z,windows,37168,TR,188.119.44.79,March of the Crabs,Anvil,Metal On Metal,spotify:track:6uuYXq7Hs8V4QSrZMDNJnu,,,,trackdone,logout,False,False,False,1708116872,False,"canadian metal, glam metal, hard rock, metal, speed metal, thrash metal"
2024-02-16T21:22:15Z,ios,183360,TR,5.24.253.146,Warriors of the World United,Manowar,Warriors of the World,spotify:track:02zclmxRto3GAUBdtV7D8i,,,,appload,unexpected-exit-while-paused,False,False,False,1708118338,False,"comic metal, hard rock, metal, power metal, speed metal, us power metal"
2024-02-17T12:59:05Z,ios,350760,TR,5.24.253.146,Gods Of War Arise,Amon Amarth,With Oden On Our Side,spotify:track:7kVDBjbK8I73acCoaAbMi5,,,,clickrow,endplay,False,True,False,1708174395,False,"groove metal, melodic death metal, metal, power metal, speed metal, swedish death metal, swedish melodeath, swedish metal, tolkien metal, viking metal"
2024-02-17T12:59:58Z,ios,51943,TR,5.24.253.146,Battle Hymn,Manowar,Battle Hymns,spotify:track:1VRnW4Qk8PP3EGGFMs6Z32,,,,clickrow,endplay,False,True,False,1708174746,False,"comic metal, hard rock, metal, power metal, speed metal, us power metal"
2024-02-17T13:09:43Z,ios,586030,TR,5.24.253.146,Warriors of the World United,Manowar,Warriors of the World,spotify:track:02zclmxRto3GAUBdtV7D8i,,,,clickrow,trackdone,False,False,False,1708174798,False,"comic metal, hard rock, metal, power metal, speed metal, us power metal"
2024-02-17T13:11:39Z,ios,0,TR,5.24.253.146,Fighting the World,Manowar,Fighting the World,spotify:track:2tjb6V24kf6sDUdEFNf3m9,,,,trackdone,endplay,False,True,False,1708175384,False,"comic metal, hard rock, metal, power metal, speed metal, us power metal"
2024-02-17T13:20:21Z,ios,522392,TR,5.24.253.146,Warriors of the World United,Manowar,Warriors of the World,spotify:track:02zclmxRto3GAUBdtV7D8i,,,,clickrow,trackdone,False,False,False,1708175500,False,"comic metal, hard rock, metal, power metal, speed metal, us power metal"
2024-02-17T13:20:29Z,ios,7474,TR,5.24.253.146,Fighting the World,Manowar,Fighting the World,spotify:track:2tjb6V24kf6sDUdEFNf3m9,,,,trackdone,endplay,False,True,False,1708176021,False,"comic metal, hard rock, metal, power metal, speed metal, us power metal"
2024-02-17T13:29:01Z,ios,289390,TR,5.24.253.146,Battle Hymn,Manowar,Battle Hymns,spotify:track:1VRnW4Qk8PP3EGGFMs6Z32,,,,clickrow,endplay,False,True,False,1708176030,False,"comic metal, hard rock, metal, power metal, speed metal, us power metal"
2024-02-17T13:39:01Z,ios,598633,TR,178.247.115.11,I Believe,Manowar,The Dawn of Battle,spotify:track:652YlUWLpusTJvsgEX3zkU,,,,clickrow,endplay,False,True,False,1708176541,False,"comic metal, hard rock, metal, power metal, speed metal, us power metal"
2024-02-17T13:39:54Z,ios,51687,TR,188.119.44.79,Battle Hymn,Manowar,Battle Hymns,spotify:track:1VRnW4Qk8PP3EGGFMs6Z32,,,,clickrow,unexpected-exit-while-paused,False,False,False,1708177142,False,"comic metal, hard rock, metal, power metal, speed metal, us power metal"
2024-02-17T15:31:25Z,ios,70356,TR,188.119.44.79,Battle Hymn,Manowar,Battle Hymns,spotify:track:1VRnW4Qk8PP3EGGFMs6Z32,,,,clickrow,endplay,False,True,False,1708183814,False,"comic metal, hard rock, metal, power metal, speed metal, us power metal"
2024-02-17T15:31:26Z,ios,1369,TR,188.119.44.79,Fighting the World,Manowar,Fighting the World,spotify:track:2tjb6V24kf6sDUdEFNf3m9,,,,clickrow,endplay,False,True,False,1708183885,False,"comic metal, hard rock, metal, power metal, speed metal, us power metal"
2024-02-17T15:39:22Z,ios,475173,TR,188.119.44.79,Warriors of the World United,Manowar,Warriors of the World,spotify:track:02zclmxRto3GAUBdtV7D8i,,,,clickrow,endplay,False,True,False,1708183887,False,"comic metal, hard rock, metal, power metal, speed metal, us power metal"
2024-02-17T15:45:44Z,ios,383106,TR,188.119.44.79,Battle Hymn,Manowar,Battle Hymns,spotify:track:1VRnW4Qk8PP3EGGFMs6Z32,,,,clickrow,endplay,False,True,False,1708184362,False,"comic metal, hard rock, metal, power metal, speed metal, us power metal"
2024-02-17T15:45:45Z,ios,1393,TR,188.119.44.79,Fighting the World,Manowar,Fighting the World,spotify:track:2tjb6V24kf6sDUdEFNf3m9,,,,clickrow,endplay,False,True,False,1708184745,False,"comic metal, hard rock, metal, power metal, speed metal, us power metal"
2024-02-17T15:45:46Z,ios,510,TR,188.119.44.79,Angry Again,Megadeth,Hidden Treasures,spotify:track:3CI1JP2ooMBSFjIy1u6Yrc,,,,clickrow,endplay,False,True,False,1708184746,False,"alternative metal, hard rock, melodic thrash, metal, old school thrash, rock, speed metal, thrash metal"
2024-02-17T15:53:20Z,ios,453764,TR,188.119.44.79,I Believe,Manowar,The Dawn of Battle,spotify:track:652YlUWLpusTJvsgEX3zkU,,,,clickrow,endplay,False,True,False,1708184747,False,"comic metal, hard rock, metal, power metal, speed metal, us power metal"
2024-02-17T18:05:43Z,windows,280213,TR,188.119.44.79,I Want Out,Helloween,"Keeper of the Seven Keys, Pt. 1 & 2 - Deluxe Edition",spotify:track:5ObemyuL5dhT67hyz1iWlA,,,,clickrow,trackdone,False,False,False,1708190745,False,"german metal, german power metal, hard rock, metal, old school thrash, power metal, speed metal, symphonic metal, thrash metal"
2024-02-17T18:08:05Z,windows,141826,TR,188.119.44.79,We Are Motörhead,Motörhead,We Are Motörhead,spotify:track:2G7ZL3xi1L9Jop31vXfqJu,,,,trackdone,trackdone,False,False,False,1708193143,False,"alternative metal, hard rock, metal, nu metal, rock, speed metal"
2024-02-17T18:12:09Z,windows,243360,TR,188.119.44.79,Black Magic,Slayer,Show No Mercy,spotify:track:4cJhBmeJ7KiBeuy7oxRnZ3,,,,trackdone,trackdone,False,False,False,1708193286,False,"alternative metal, death metal, groove metal, hard rock, metal, old school thrash, rock, speed metal, thrash metal"
2024-02-17T18:17:34Z,windows,324506,TR,188.119.44.79,Orgasmatron,Motörhead,Orgasmatron,spotify:track:3FXkhPqETD7nkZsr1Vr7qX,,,,trackdone,trackdone,False,False,False,1708193530,False,"alternative metal, hard rock, metal, nu metal, rock, speed metal"
2024-02-17T18:21:00Z,windows,205506,TR,188.119.44.79,Back In the Game,Airbourne,Black Dog Barking,spotify:track:2XjeZEdPK7Qo66Z7ONp854,,,,trackdone,trackdone,False,False,False,1708193855,False,hard rock
2024-02-17T18:22:13Z,windows,72493,TR,188.119.44.79,For the Glory of...,Testament,The Formation of Damnation,spotify:track:6J4VOoKhRZFNeWkVH0WTzH,,,,trackdone,trackdone,False,False,False,1708194061,False,"alternative metal, groove metal, hard rock, metal, old school thrash, thrash metal"
2024-02-17T18:25:43Z,windows,209906,TR,188.119.44.79,The Game (Triple H),WWE,"WWE: The Music, Vol. 5",spotify:track:2zSpaFB7e0Yo1QKsDQ22Ol,,,,trackdone,trackdone,False,False,False,1708194134,False,wrestling
2024-02-17T18:29:00Z,windows,196040,TR,188.119.44.79,Stillborn,Black Label Society,The Blessed Hellride,spotify:track:7s6Rk59SDllxPq5omrxJT4,,,,trackdone,trackdone,False,False,False,1708194344,False,"alternative metal, groove metal, hard rock, metal, nu metal"
2024-02-17T18:31:17Z,windows,136400,TR,188.119.44.79,I Hate You,Slayer,Undisputed Attitude,spotify:track:0KEcTI9uKFbmZUUquxdoSG,,,,trackdone,trackdone,False,False,False,1708194541,False,"alternative metal, death metal, groove metal, hard rock, metal, old school thrash, rock, speed metal, thrash metal"
2024-02-17T18:34:46Z,windows,208906,TR,188.119.44.79,Power,Helloween,The Time of the Oath,spotify:track:1mRWPvzRmpFXRqSzwbypLg,,,,trackdone,trackdone,False,False,False,1708194677,False,"german metal, german power metal, hard rock, metal, old school thrash, power metal, speed metal, symphonic metal, thrash metal"
2024-02-17T18:38:20Z,windows,213146,TR,188.119.44.79,Raise the Flag,Airbourne,No Guts. No Glory,spotify:track:1ZvPPexW1i3wCp28jYlVdF,,,,trackdone,trackdone,False,False,False,1708194887,False,hard rock
2024-02-17T18:43:45Z,windows,324746,TR,188.119.44.79,Beat the Bastards,Accept,Blood of the Nations,spotify:track:5CtaBjZac81phlz5FNFI18,,,,trackdone,trackdone,False,False,False,1708195100,False,"german heavy metal, german metal, glam metal, hard rock, metal, power metal, speed metal, thrash metal"
2024-02-17T18:48:03Z,windows,256986,TR,188.119.44.79,The Chase Is Better Than the Catch,Motörhead,Ace of Spades,spotify:track:16CovcwRSjvpz0I4ZFflUv,,,,trackdone,trackdone,False,False,False,1708195426,False,"alternative metal, hard rock, metal, nu metal, rock, speed metal"
2024-02-17T18:52:44Z,windows,281026,TR,188.119.44.79,Funeral Bell,Black Label Society,The Blessed Hellride,spotify:track:1liSJuUBSJ7x5k0pYl48gM,,,,trackdone,trackdone,False,False,False,1708195683,False,"alternative metal, groove metal, hard rock, metal, nu metal"
2024-02-17T18:56:04Z,windows,199866,TR,188.119.44.79,Repentless,Slayer,Repentless,spotify:track:6W2KBpMMXW17r7dPyqi8Iu,,,,trackdone,trackdone,False,False,False,1708195965,False,"alternative metal, death metal, groove metal, hard rock, metal, old school thrash, rock, speed metal, thrash metal"
2024-02-17T19:00:17Z,windows,252453,TR,188.119.44.79,Doctor Doctor - 2007 Remaster,UFO,Phenomenon,spotify:track:1soxeK1ZBX9SsSjK4j4ECa,,,,trackdone,trackdone,False,False,False,1708196165,False,"indietronica, metropopolis, nu disco, shimmer pop"
2024-02-17T19:04:00Z,windows,222240,TR,188.119.44.79,Runnin' Wild,Airbourne,Runnin' Wild,spotify:track:71fSn6OIF7HnCbgCzOBqpj,,,,trackdone,trackdone,False,False,False,1708196418,False,hard rock
2024-02-17T19:08:22Z,windows,261186,TR,188.119.44.79,God Was Never on Your Side,Motörhead,Kiss of Death,spotify:track:71LmwNWHchuDe1QwrEKsB1,,,,trackdone,trackdone,False,False,False,1708196641,False,"alternative metal, hard rock, metal, nu metal, rock, speed metal"
2024-02-17T19:15:20Z,windows,417840,TR,188.119.44.79,Heaven and Hell,Black Sabbath,Heaven & Hell,spotify:track:5qxN63QA4Hk1zgdLCsZFE2,,,,trackdone,trackdone,False,False,False,1708196902,False,"album rock, alternative metal, birmingham metal, classic rock, hard rock, metal, rock, stoner rock, uk doom metal"
2024-02-17T19:17:53Z,windows,151933,TR,188.119.44.79,Room Of Nightmares,Black Label Society,Grimmest Hits,spotify:track:6t8YytxF1J1dMjeKN3qSYg,,,,trackdone,trackdone,False,False,False,1708197321,False,"alternative metal, groove metal, hard rock, metal, nu metal"
2024-02-17T19:21:30Z,windows,216973,TR,188.119.44.79,Bloodline,Slayer,God Hates Us All,spotify:track:27uDL5cAoMijxbDLfaz9Xv,,,,trackdone,trackdone,False,False,False,1708197473,False,"alternative metal, death metal, groove metal, hard rock, metal, old school thrash, rock, speed metal, thrash metal"
2024-02-17T19:23:24Z,windows,113040,TR,188.119.44.79,Wave of Death,Municipal Waste,The Last Rager,spotify:track:6egRwYsMJ8DVJQAKOjHWou,,,,trackdone,trackdone,False,False,False,1708197691,False,"crossover thrash, death metal, groove metal, metal, new wave of thrash metal, speed metal, thrash metal, virginia metal, virginia punk"
2024-02-17T19:23:26Z,windows,1070,TR,188.119.44.79,Heartbreaker,Airbourne,Runnin' Wild,spotify:track:1R8T9Hnsz0M01pheJIi5qT,,,,trackdone,backbtn,False,True,False,1708197804,False,hard rock
2024-02-17T19:23:27Z,windows,480,TR,188.119.44.79,Wave of Death,Municipal Waste,The Last Rager,spotify:track:6egRwYsMJ8DVJQAKOjHWou,,,,backbtn,backbtn,False,True,False,1708197807,False,"crossover thrash, death metal, groove metal, metal, new wave of thrash metal, speed metal, thrash metal, virginia metal, virginia punk"
2024-02-17T19:23:33Z,windows,5760,TR,188.119.44.79,Bloodline,Slayer,God Hates Us All,spotify:track:27uDL5cAoMijxbDLfaz9Xv,,,,backbtn,backbtn,False,True,False,1708197807,False,"alternative metal, death metal, groove metal, hard rock, metal, old school thrash, rock, speed metal, thrash metal"
2024-02-17T19:23:34Z,windows,1220,TR,188.119.44.79,Room Of Nightmares,Black Label Society,Grimmest Hits,spotify:track:6t8YytxF1J1dMjeKN3qSYg,,,,backbtn,backbtn,False,True,False,1708197814,False,"alternative metal, groove metal, hard rock, metal, nu metal"
2024-02-17T19:29:39Z,windows,365650,TR,188.119.44.79,Heaven and Hell,Black Sabbath,Heaven & Hell,spotify:track:5qxN63QA4Hk1zgdLCsZFE2,,,,backbtn,trackdone,False,False,False,1708197815,False,"album rock, alternative metal, birmingham metal, classic rock, hard rock, metal, rock, stoner rock, uk doom metal"
2024-02-17T19:32:12Z,windows,151933,TR,188.119.44.79,Room Of Nightmares,Black Label Society,Grimmest Hits,spotify:track:6t8YytxF1J1dMjeKN3qSYg,,,,trackdone,trackdone,False,False,False,1708198180,False,"alternative metal, groove metal, hard rock, metal, nu metal"
2024-02-17T19:35:08Z,windows,174626,TR,188.119.44.79,Bloodline,Slayer,God Hates Us All,spotify:track:27uDL5cAoMijxbDLfaz9Xv,,,,trackdone,endplay,False,True,False,1708198332,False,"alternative metal, death metal, groove metal, hard rock, metal, old school thrash, rock, speed metal, thrash metal"
2024-02-17T19:39:27Z,windows,260250,TR,188.119.44.79,Unshaken,Christian Larsson,Redemption,spotify:track:5ZecITZkWcqamoR2afadnr,,,,playbtn,trackdone,False,False,False,1708198509,False,Unknown
2024-02-18T07:22:01Z,ios,1847077,NL,68.183.7.52,Satan Is Real,Kreator,Gods of Violence,spotify:track:14M68PdZSSMRzTBuJNuxO6,,,,clickrow,endplay,False,True,False,1708185201,False,"death metal, german metal, german thrash metal, hard rock, melodic thrash, metal, old school thrash, speed metal, thrash metal"
2024-02-18T07:22:03Z,windows,116310,TR,188.119.44.79,Pale Rider,The Heavy Horses,Murder Ballads & Other Love Songs,spotify:track:4hzkIiYVKJkRpwFOj3XZFP,,,,trackdone,remote,False,False,False,1708198768,False,Unknown
2024-02-18T07:22:36Z,ios,33250,NL,68.183.7.52,Dal Goncayı Bir Sabah,Can Gox,Yalnızım Ben,spotify:track:2UkJBaKK7zALWhsU5t3VlW,,,,clickrow,endplay,False,True,False,1708240922,False,turkish rock
2024-02-18T07:22:59Z,ios,21896,NL,68.183.7.52,,,,,haykıracak nefesim kalmasa bile,büyümek çok korkutucu,spotify:episode:3Pj62t6D6LgWemglfWm3x1,clickrow,endplay,False,True,False,1708240956,False,"lilith, pop rock"
2024-02-18T07:31:15Z,ios,168809,TR,188.119.44.79,Copper & Gold,The Heavy Horses,Murder Ballads & Other Love Songs,spotify:track:5wO0mj8JF9KbZHx1R3a661,,,,clickrow,endplay,False,True,False,1708240980,False,Unknown
2024-02-18T07:38:27Z,ios,424669,TR,188.119.44.79,Copper & Gold,The Heavy Horses,Murder Ballads & Other Love Songs,spotify:track:5wO0mj8JF9KbZHx1R3a661,,,,clickrow,endplay,False,True,False,1708241475,False,Unknown
2024-02-18T07:38:29Z,ios,1671,TR,188.119.44.79,Son of a Gun,Dominic Marsh,Dark Country: Blues Rock,spotify:track:1c10Rk85KxtdQJRp2cCILO,,,,clickrow,endplay,False,True,False,1708241907,False,Unknown
2024-02-18T07:42:23Z,ios,233933,TR,188.119.44.79,Thirty Year Night,The Heavy Horses,Murder Ballads & Other Love Songs,spotify:track:6ct4Wokza1SrloaumeK4dc,,,,clickrow,trackdone,False,False,False,1708241909,False,Unknown
2024-02-18T07:44:08Z,ios,103951,TR,188.119.44.79,God's Gonna Cut You Down,Shawn James & the Shapeshifters,The Covers,spotify:track:5eTObBzSDvFglyi1Qsh2rr,,,,trackdone,endplay,False,True,False,1708242143,False,"modern blues rock, rebel blues"
2024-02-18T07:45:32Z,ios,83406,TR,188.119.44.79,Redemption Day,Johnny Cash,American VI: Ain't No Grave,spotify:track:3yiIyJMMR5rbAQFWXYrsdj,,,,clickrow,endplay,False,True,False,1708242249,False,"arkansas country, outlaw country, rock"
2024-02-18T07:48:50Z,ios,198600,TR,188.119.44.79,Bended Knee,The Heavy Horses,With Darkness in My Eyes,spotify:track:0zNrflQTiefMiHmM0Uwdmj,,,,clickrow,endplay,False,True,False,1708242332,False,Unknown
2024-02-18T07:58:04Z,ios,109946,TR,188.119.44.79,Battle Hymn,Manowar,Battle Hymns,spotify:track:1VRnW4Qk8PP3EGGFMs6Z32,,,,clickrow,endplay,False,True,False,1708242531,False,"comic metal, hard rock, metal, power metal, speed metal, us power metal"
2024-02-18T08:04:36Z,ios,373098,TR,188.119.44.79,Battle Hymn,Manowar,Battle Hymns,spotify:track:1VRnW4Qk8PP3EGGFMs6Z32,,,,clickrow,endplay,False,True,False,1708243084,False,"comic metal, hard rock, metal, power metal, speed metal, us power metal"
2024-02-18T08:19:33Z,ios,897729,TR,188.119.44.79,Warriors of the World United,Manowar,Warriors of the World,spotify:track:02zclmxRto3GAUBdtV7D8i,,,,clickrow,trackdone,False,False,False,1708243477,False,"comic metal, hard rock, metal, power metal, speed metal, us power metal"
2024-02-18T08:23:19Z,ios,224896,TR,188.119.44.79,Fighting the World,Manowar,Fighting the World,spotify:track:2tjb6V24kf6sDUdEFNf3m9,,,,trackdone,fwdbtn,False,True,False,1708244374,False,"comic metal, hard rock, metal, power metal, speed metal, us power metal"
2024-02-18T08:25:29Z,ios,129637,TR,188.119.44.79,Hail and Kill,Manowar,Kings of Metal,spotify:track:5HkvAtKEPDLmchWYmepqYB,,,,fwdbtn,endplay,False,True,False,1708244600,False,"comic metal, hard rock, metal, power metal, speed metal, us power metal"
2024-02-18T08:27:38Z,ios,128684,TR,188.119.44.79,I Believe,Manowar,The Dawn of Battle,spotify:track:652YlUWLpusTJvsgEX3zkU,,,,clickrow,endplay,False,True,False,1708244730,False,"comic metal, hard rock, metal, power metal, speed metal, us power metal"
2024-02-18T08:27:43Z,ios,4435,TR,188.119.44.79,Dystopia,Megadeth,Dystopia,spotify:track:0KiRc3f3OI9C7s0S1QjQNO,,,,clickrow,endplay,False,True,False,1708244858,False,"alternative metal, hard rock, melodic thrash, metal, old school thrash, rock, speed metal, thrash metal"
2024-02-18T08:35:02Z,ios,439948,TR,188.119.44.79,Satan Is Real,Kreator,Gods of Violence,spotify:track:14M68PdZSSMRzTBuJNuxO6,,,,clickrow,endplay,False,True,False,1708244863,False,"death metal, german metal, german thrash metal, hard rock, melodic thrash, metal, old school thrash, speed metal, thrash metal"
2024-02-18T08:35:03Z,ios,580,TR,188.119.44.79,Beat the Bastards,Accept,Blood of the Nations,spotify:track:5CtaBjZac81phlz5FNFI18,,,,clickrow,endplay,False,True,False,1708245303,False,"german heavy metal, german metal, glam metal, hard rock, metal, power metal, speed metal, thrash metal"
2024-02-18T08:35:07Z,ios,3343,TR,188.119.44.79,Mother,Danzig,Danzig,spotify:track:7txxAtOMwLLnQTpKeBL6bp,,,,clickrow,endplay,False,True,False,1708245303,False,"alternative metal, groove metal, grunge, hard rock, industrial rock, metal, nu metal, punk"
2024-02-18T08:35:08Z,ios,1439,TR,188.119.44.79,Beat the Bastards,Accept,Blood of the Nations,spotify:track:5CtaBjZac81phlz5FNFI18,,,,clickrow,endplay,False,True,False,1708245307,False,"german heavy metal, german metal, glam metal, hard rock, metal, power metal, speed metal, thrash metal"
2024-02-18T08:38:07Z,ios,77810,TR,188.119.44.79,Mother,Danzig,Danzig,spotify:track:7txxAtOMwLLnQTpKeBL6bp,,,,clickrow,endplay,False,True,False,1708245308,False,"alternative metal, groove metal, grunge, hard rock, industrial rock, metal, nu metal, punk"
2024-02-18T08:57:14Z,ios,180001,TR,188.119.44.79,King of Kings (Triple H),WWE,WWE: Wreckless Intent,spotify:track:1lelIeP3r2vCxDkNI05jZp,,,,clickrow,endplay,False,True,False,1708245487,False,wrestling
2024-02-18T09:01:05Z,ios,231201,TR,188.119.44.79,Gods Of War Arise,Amon Amarth,With Oden On Our Side,spotify:track:7kVDBjbK8I73acCoaAbMi5,,,,clickrow,endplay,False,True,False,1708246635,False,"groove metal, melodic death metal, metal, power metal, speed metal, swedish death metal, swedish melodeath, swedish metal, tolkien metal, viking metal"
2024-02-18T09:24:42Z,ios,1378429,TR,188.119.44.79,Tanımadığım Ten,Ahmet Aslan,Rüzgar ve Zaman,spotify:track:47tY1cQOGTIaL5FTXfFcEV,,,,clickrow,endplay,False,True,False,1708246866,False,turkish folk
2024-02-18T09:27:53Z,ios,191253,TR,188.119.44.79,I Believe,Manowar,The Dawn of Battle,spotify:track:652YlUWLpusTJvsgEX3zkU,,,,clickrow,trackdone,False,False,False,1708248283,False,"comic metal, hard rock, metal, power metal, speed metal, us power metal"
2024-02-18T09:35:12Z,ios,438662,TR,188.119.44.79,I Believe,Manowar,The Dawn of Battle,spotify:track:652YlUWLpusTJvsgEX3zkU,,,,trackdone,trackdone,False,False,False,1708248473,False,"comic metal, hard rock, metal, power metal, speed metal, us power metal"
2024-02-18T09:39:18Z,ios,245426,TR,188.119.44.79,I Believe,Manowar,The Dawn of Battle,spotify:track:652YlUWLpusTJvsgEX3zkU,,,,trackdone,trackdone,False,False,False,1708248912,False,"comic metal, hard rock, metal, power metal, speed metal, us power metal"
2024-02-18T09:53:20Z,ios,611562,TR,188.119.44.79,I Believe,Manowar,The Dawn of Battle,spotify:track:652YlUWLpusTJvsgEX3zkU,,,,trackdone,trackdone,False,False,False,1708249158,False,"comic metal, hard rock, metal, power metal, speed metal, us power metal"
2024-02-18T09:58:28Z,ios,275648,TR,178.241.36.105,I Believe,Manowar,The Dawn of Battle,spotify:track:652YlUWLpusTJvsgEX3zkU,,,,trackdone,unexpected-exit-while-paused,False,False,False,1708250001,False,"comic metal, hard rock, metal, power metal, speed metal, us power metal"
2024-02-18T13:16:13Z,windows,0,TR,188.119.44.79,I Believe,Manowar,The Dawn of Battle,spotify:track:652YlUWLpusTJvsgEX3zkU,,,,remote,endplay,False,True,False,1708250320,False,"comic metal, hard rock, metal, power metal, speed metal, us power metal"
2024-02-18T13:19:11Z,windows,179346,TR,188.119.44.79,Pay No Mind,Brother Dege,Scorched Earth Policy (Deluxe Edition),spotify:track:1R0NSxtoeK6vPy88DJZDtt,,,,clickrow,trackdone,False,False,False,1708262173,False,"gothic americana, lafayette indie, modern blues rock, rebel blues"
2024-02-18T13:23:32Z,windows,260250,TR,188.119.44.79,Unshaken,Christian Larsson,Redemption,spotify:track:5ZecITZkWcqamoR2afadnr,,,,trackdone,trackdone,False,False,False,1708262351,False,Unknown
2024-02-18T13:27:14Z,windows,221760,TR,188.119.44.79,Pale Rider,The Heavy Horses,Murder Ballads & Other Love Songs,spotify:track:4hzkIiYVKJkRpwFOj3XZFP,,,,trackdone,trackdone,False,False,False,1708262612,False,Unknown
2024-02-18T13:30:28Z,windows,193333,TR,188.119.44.79,Copper & Gold,The Heavy Horses,Murder Ballads & Other Love Songs,spotify:track:5wO0mj8JF9KbZHx1R3a661,,,,trackdone,trackdone,False,False,False,1708262834,False,Unknown
2024-02-18T13:34:00Z,windows,211617,TR,188.119.44.79,Bended Knee,The Heavy Horses,With Darkness in My Eyes,spotify:track:0zNrflQTiefMiHmM0Uwdmj,,,,trackdone,trackdone,False,False,False,1708263028,False,Unknown
2024-02-18T13:37:57Z,windows,236133,TR,188.119.44.79,Hell Awaits,The Heavy Horses,Murder Ballads & Other Love Songs,spotify:track:5DBarp1YlXsztHgd9T93Q9,,,,trackdone,trackdone,False,False,False,1708263240,False,Unknown
2024-02-18T13:40:58Z,windows,181344,TR,188.119.44.79,The Burnin',Nik Ammar,Dark Country,spotify:track:0zam0zicDzJstVeXMuGUtP,,,,trackdone,trackdone,False,False,False,1708263477,False,rebel blues
2024-02-18T13:44:15Z,windows,196890,TR,188.119.44.79,Valley of the Gun,The Ghost of Johnny Cash,Lost Archive,spotify:track:1XkP7ZEIRZS821nZ3wMgDw,,,,trackdone,trackdone,False,False,False,1708263658,False,Unknown
