ts,platform,ms_played,conn_country,ip_addr,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode,genre
2024-06-01T11:53:52Z,ios,1207,TR,31.143.30.76,The Wicked Side of Me,Cold Driven,The Wicked Side of Me,spotify:track:45nxQzN6z9YxFjF2aVcL8Y,,,,clickrow,endplay,False,True,False,1717242831,False,"gymcore, hard alternative"
2024-06-01T11:53:53Z,ios,952,TR,31.143.30.76,Bleed,Days Of Jupiter,Secrets Brought To Life,spotify:track:1xKsLEYyHWivhSLTwZZ6JM,,,,clickrow,endplay,False,True,False,1717242832,False,gymcore
2024-06-01T15:51:30Z,ios,1818634,TR,159.20.69.23,Vicarious,TOOL,"10,000 Days",spotify:track:65ShmiE5aLBdcIGr7tHX35,,,,clickrow,logout,False,False,False,1717242833,False,"alternative metal, art rock, nu metal, post-grunge, progressive metal, progressive rock, rock"
2024-06-01T19:21:45Z,windows,226133,TR,159.20.69.6,Blackest Hour,Tombstone Three,Dark Country,spotify:track:6gUNbF7oMrQdSxRsPp30GZ,,,,clickrow,trackdone,False,False,False,1717269476,False,rebel blues
2024-06-01T19:26:05Z,windows,260250,TR,159.20.69.6,Unshaken,Christian Larsson,Redemption,spotify:track:5ZecITZkWcqamoR2afadnr,,,,trackdone,trackdone,False,False,False,1717269705,False,Unknown
2024-06-01T19:29:48Z,windows,221760,TR,159.20.69.6,Pale Rider,The Heavy Horses,Murder Ballads & Other Love Songs,spotify:track:4hzkIiYVKJkRpwFOj3XZFP,,,,trackdone,trackdone,False,False,False,1717269966,False,Unknown
2024-06-01T19:33:29Z,windows,221760,TR,159.20.69.6,Pale Rider,The Heavy Horses,Murder Ballads & Other Love Songs,spotify:track:4hzkIiYVKJkRpwFOj3XZFP,,,,trackdone,trackdone,False,False,False,1717270188,False,Unknown
2024-06-01T19:37:13Z,windows,221760,TR,159.20.69.6,Pale Rider,The Heavy Horses,Murder Ballads & Other Love Songs,spotify:track:4hzkIiYVKJkRpwFOj3XZFP,,,,trackdone,trackdone,False,False,False,1717270410,False,Unknown
2024-06-02T07:14:14Z,ios,929636,TR,31.143.30.76,Vicarious,TOOL,"10,000 Days",spotify:track:65ShmiE5aLBdcIGr7tHX35,,,,appload,endplay,False,True,False,1717311521,False,"alternative metal, art rock, nu metal, post-grunge, progressive metal, progressive rock, rock"
2024-06-02T07:16:52Z,ios,158620,TR,31.143.30.76,The Exorcist: Main Theme: Tubular Bells,Geek Music,The Exorcist: Main Theme: Tubular Bells,spotify:track:3ZzJMjqypHG6hn7SqtMUKc,,,,clickrow,trackdone,False,False,False,1717312454,False,"scorecore, theme"
2024-06-02T07:19:31Z,ios,158620,TR,159.20.69.23,The Exorcist: Main Theme: Tubular Bells,Geek Music,The Exorcist: Main Theme: Tubular Bells,spotify:track:3ZzJMjqypHG6hn7SqtMUKc,,,,trackdone,trackdone,False,False,False,1717312612,False,"scorecore, theme"
2024-06-02T07:22:10Z,ios,158620,TR,159.20.69.23,The Exorcist: Main Theme: Tubular Bells,Geek Music,The Exorcist: Main Theme: Tubular Bells,spotify:track:3ZzJMjqypHG6hn7SqtMUKc,,,,trackdone,trackdone,False,False,False,1717312771,False,"scorecore, theme"
2024-06-02T07:24:49Z,ios,158620,TR,159.20.69.23,The Exorcist: Main Theme: Tubular Bells,Geek Music,The Exorcist: Main Theme: Tubular Bells,spotify:track:3ZzJMjqypHG6hn7SqtMUKc,,,,trackdone,trackdone,False,False,False,1717312930,False,"scorecore, theme"
2024-06-02T07:27:12Z,ios,141501,TR,31.143.30.76,The Exorcist: Main Theme: Tubular Bells,Geek Music,The Exorcist: Main Theme: Tubular Bells,spotify:track:3ZzJMjqypHG6hn7SqtMUKc,,,,trackdone,endplay,False,True,False,1717313089,False,"scorecore, theme"
2024-06-02T07:39:34Z,ios,36826,TR,31.143.30.76,Mein Herz brennt,Rammstein,Mutter,spotify:track:5ArNGisLzrNOIVwWajRRdt,,,,clickrow,endplay,False,True,False,1717313232,False,"german metal, industrial, industrial metal, industrial rock, neue deutsche harte"
2024-06-03T13:06:05Z,windows,144497,TR,159.20.69.6,Pale Rider,The Heavy Horses,Murder Ballads & Other Love Songs,spotify:track:4hzkIiYVKJkRpwFOj3XZFP,,,,trackdone,endplay,False,True,False,1717270632,False,Unknown
2024-06-03T13:09:50Z,windows,226133,TR,159.20.69.6,Blackest Hour,Tombstone Three,Dark Country,spotify:track:6gUNbF7oMrQdSxRsPp30GZ,,,,clickrow,trackdone,False,False,False,1717419966,False,rebel blues
2024-06-03T13:54:46Z,ios,3877,TR,159.20.69.23,Unshaken,Christian Larsson,Redemption,spotify:track:5ZecITZkWcqamoR2afadnr,,,,clickrow,unexpected-exit-while-paused,False,False,False,1717313974,False,Unknown
2024-06-03T13:55:56Z,ios,62368,TR,31.143.30.76,Blackest Hour,Tombstone Three,Dark Country,spotify:track:6gUNbF7oMrQdSxRsPp30GZ,,,,clickrow,endplay,False,True,False,1717422894,False,rebel blues
2024-06-03T14:05:45Z,windows,180066,TR,159.20.69.6,Unshaken,Christian Larsson,Redemption,spotify:track:5ZecITZkWcqamoR2afadnr,,,,trackdone,endplay,False,True,False,1717420191,False,Unknown
2024-06-03T14:12:52Z,windows,426680,TR,159.20.69.6,Vicarious,TOOL,"10,000 Days",spotify:track:65ShmiE5aLBdcIGr7tHX35,,,,clickrow,trackdone,False,False,False,1717423546,False,"alternative metal, art rock, nu metal, post-grunge, progressive metal, progressive rock, rock"
2024-06-03T14:13:02Z,windows,8420,TR,159.20.69.6,In the Name of Tragedy,Motörhead,Inferno,spotify:track:0jVKdXM4LQm94SP33rNbi9,,,,trackdone,endplay,False,True,False,1717423973,False,"alternative metal, hard rock, metal, nu metal, rock, speed metal"
2024-06-03T14:20:08Z,windows,426680,TR,159.20.69.6,Vicarious,TOOL,"10,000 Days",spotify:track:65ShmiE5aLBdcIGr7tHX35,,,,clickrow,trackdone,False,False,False,1717423983,False,"alternative metal, art rock, nu metal, post-grunge, progressive metal, progressive rock, rock"
2024-06-03T14:23:12Z,windows,183640,TR,159.20.69.6,In the Name of Tragedy,Motörhead,Inferno,spotify:track:0jVKdXM4LQm94SP33rNbi9,,,,trackdone,trackdone,False,False,False,1717424408,False,"alternative metal, hard rock, metal, nu metal, rock, speed metal"
2024-06-03T14:27:34Z,windows,261186,TR,159.20.69.6,God Was Never on Your Side,Motörhead,Kiss of Death,spotify:track:71LmwNWHchuDe1QwrEKsB1,,,,trackdone,trackdone,False,False,False,1717424593,False,"alternative metal, hard rock, metal, nu metal, rock, speed metal"
2024-06-03T14:32:45Z,windows,311533,TR,159.20.69.6,Number 1,Manowar,Louder Than Hell,spotify:track:44aY80ueRBAveED9znUKVO,,,,trackdone,trackdone,False,False,False,1717424854,False,"comic metal, hard rock, metal, power metal, speed metal, us power metal"
2024-06-03T14:37:45Z,windows,299786,TR,159.20.69.6,Born To Raise Hell,Motörhead,Bastards,spotify:track:7Ei4LhQ8BeTfjsPY7FINZS,,,,trackdone,trackdone,False,False,False,1717425166,False,"alternative metal, hard rock, metal, nu metal, rock, speed metal"
2024-06-03T14:41:11Z,windows,204071,TR,159.20.69.6,Voices - Orton 2023,Rev Theory,Voices (Orton 2023),spotify:track:3yOUpTPFWGBxSkccyj6HFM,,,,trackdone,trackdone,False,False,False,1717425467,False,"alternative metal, nu metal, post-grunge, rebel blues"
2024-06-03T14:42:07Z,windows,55211,TR,159.20.69.6,Chronos,Parkway Drive,Reverence,spotify:track:4oYNIBkL3n5SRR99kfGV5Z,,,,trackdone,endplay,False,True,False,1717425671,False,"alternative metal, australian metalcore, melodic metalcore, metalcore, nu metal"
2024-06-03T14:46:38Z,windows,271906,TR,159.20.69.6,Aces High - 2015 Remaster,Iron Maiden,Powerslave,spotify:track:3wFGRek61NIF330UwJCI52,,,,clickrow,trackdone,False,False,False,1717425728,False,"alternative metal, hard rock, metal, nwobhm, rock"
2024-06-03T14:52:44Z,windows,365826,TR,159.20.69.6,Painkiller,Judas Priest,Painkiller,spotify:track:0L7zm6afBEtrNKo6C6Gj08,,,,trackdone,trackdone,False,False,False,1717425999,False,"album rock, alternative metal, birmingham metal, glam metal, hard rock, metal, rock"
2024-06-03T14:56:27Z,windows,222440,TR,159.20.69.6,Electric Eye,Judas Priest,Screaming For Vengeance,spotify:track:3w9zHVKI28aUPZTxq8oDC6,,,,trackdone,trackdone,False,False,False,1717426365,False,"album rock, alternative metal, birmingham metal, glam metal, hard rock, metal, rock"
2024-06-03T15:02:32Z,windows,364080,TR,159.20.69.6,Halls of Valhalla,Judas Priest,Redeemer of Souls (Deluxe),spotify:track:4zX2bEgFHUIZV8rR3qsLor,,,,trackdone,trackdone,False,False,False,1717426588,False,"album rock, alternative metal, birmingham metal, glam metal, hard rock, metal, rock"
2024-06-03T15:03:04Z,windows,29996,TR,159.20.69.6,Madhouse,Anthrax,Spreading The Disease,spotify:track:76BYv24CcZt2u94JRjmATX,,,,trackdone,endplay,False,True,False,1717426953,False,"alternative metal, glam metal, groove metal, hard rock, metal, nu metal, old school thrash, rap metal, rock, speed metal, thrash metal"
2024-06-03T15:09:06Z,windows,364080,TR,159.20.69.6,Halls of Valhalla,Judas Priest,Redeemer of Souls (Deluxe),spotify:track:4zX2bEgFHUIZV8rR3qsLor,,,,clickrow,trackdone,False,False,False,1717426984,False,"album rock, alternative metal, birmingham metal, glam metal, hard rock, metal, rock"
2024-06-03T15:11:59Z,windows,170430,TR,159.20.69.6,Madhouse,Anthrax,Spreading The Disease,spotify:track:76BYv24CcZt2u94JRjmATX,,,,trackdone,endplay,False,True,False,1717427348,False,"alternative metal, glam metal, groove metal, hard rock, metal, nu metal, old school thrash, rap metal, rock, speed metal, thrash metal"
2024-06-03T15:12:29Z,ios,515623,TR,159.20.69.6,Vicarious,TOOL,"10,000 Days",spotify:track:65ShmiE5aLBdcIGr7tHX35,,,,clickrow,remote,False,False,False,1717422956,False,"alternative metal, art rock, nu metal, post-grunge, progressive metal, progressive rock, rock"
2024-06-03T15:16:30Z,windows,271906,TR,159.20.69.6,Aces High - 2015 Remaster,Iron Maiden,Powerslave,spotify:track:3wFGRek61NIF330UwJCI52,,,,clickrow,trackdone,False,False,False,1717427519,False,"alternative metal, hard rock, metal, nwobhm, rock"
2024-06-03T16:40:08Z,ios,292084,TR,31.143.30.76,Vicarious,TOOL,"10,000 Days",spotify:track:65ShmiE5aLBdcIGr7tHX35,,,,appload,endplay,False,True,False,1717432479,False,"alternative metal, art rock, nu metal, post-grunge, progressive metal, progressive rock, rock"
2024-06-03T16:41:04Z,ios,55054,TR,31.143.30.76,The Early Morn,Brother Dege,Farmer's Almanac,spotify:track:2bclAdH1H6HWnUMu1whImx,,,,clickrow,endplay,False,True,False,1717432808,False,"gothic americana, lafayette indie, modern blues rock, rebel blues"
2024-06-03T16:41:05Z,ios,1114,TR,31.143.30.76,No Way Out,Sirius Beat,No Way Out,spotify:track:0CmSOWVCbqRbeHpj5l4l5J,,,,clickrow,endplay,False,True,False,1717432864,False,Unknown
2024-06-03T16:44:22Z,ios,198400,TR,31.143.30.76,"Volibear, the Relentless Storm",League of Legends,"Volibear, the Relentless Storm",spotify:track:6wMKi4VyXoxUHAOOJIJ1by,,,,clickrow,trackdone,False,False,False,1717432865,False,"speedrun, video game music"
2024-06-03T16:49:42Z,ios,318901,TR,31.143.30.76,"Volibear, the Relentless Storm",League of Legends,"Volibear, the Relentless Storm",spotify:track:6wMKi4VyXoxUHAOOJIJ1by,,,,trackdone,trackdone,False,False,False,1717433062,False,"speedrun, video game music"
2024-06-03T16:55:26Z,ios,343448,TR,31.143.30.76,"Volibear, the Relentless Storm",League of Legends,"Volibear, the Relentless Storm",spotify:track:6wMKi4VyXoxUHAOOJIJ1by,,,,trackdone,trackdone,False,False,False,1717433382,False,"speedrun, video game music"
2024-06-03T16:56:59Z,ios,10149,TR,159.20.69.23,"Volibear, the Relentless Storm",League of Legends,"Volibear, the Relentless Storm",spotify:track:6wMKi4VyXoxUHAOOJIJ1by,,,,trackdone,logout,False,False,False,1717433726,False,"speedrun, video game music"
2024-06-03T17:55:51Z,windows,15093,TR,159.20.69.6,Painkiller,Judas Priest,Painkiller,spotify:track:0L7zm6afBEtrNKo6C6Gj08,,,,trackdone,endplay,False,True,False,1717427791,False,"album rock, alternative metal, birmingham metal, glam metal, hard rock, metal, rock"
2024-06-03T17:59:37Z,windows,226133,TR,159.20.69.6,Blackest Hour,Tombstone Three,Dark Country,spotify:track:6gUNbF7oMrQdSxRsPp30GZ,,,,clickrow,trackdone,False,False,False,1717437352,False,rebel blues
2024-06-03T18:03:58Z,windows,260250,TR,159.20.69.6,Unshaken,Christian Larsson,Redemption,spotify:track:5ZecITZkWcqamoR2afadnr,,,,trackdone,trackdone,False,False,False,1717437578,False,Unknown
2024-06-03T18:07:41Z,windows,221760,TR,159.20.69.6,Pale Rider,The Heavy Horses,Murder Ballads & Other Love Songs,spotify:track:4hzkIiYVKJkRpwFOj3XZFP,,,,trackdone,trackdone,False,False,False,1717437838,False,Unknown
2024-06-03T18:10:54Z,windows,193333,TR,159.20.69.6,Copper & Gold,The Heavy Horses,Murder Ballads & Other Love Songs,spotify:track:5wO0mj8JF9KbZHx1R3a661,,,,trackdone,trackdone,False,False,False,1717438061,False,Unknown
2024-06-03T18:14:26Z,windows,211617,TR,159.20.69.6,Bended Knee,The Heavy Horses,With Darkness in My Eyes,spotify:track:0zNrflQTiefMiHmM0Uwdmj,,,,trackdone,trackdone,False,False,False,1717438255,False,Unknown
2024-06-03T18:18:23Z,windows,236133,TR,159.20.69.6,Hell Awaits,The Heavy Horses,Murder Ballads & Other Love Songs,spotify:track:5DBarp1YlXsztHgd9T93Q9,,,,trackdone,trackdone,False,False,False,1717438467,False,Unknown
2024-06-03T18:21:25Z,windows,181344,TR,159.20.69.6,The Burnin',Nik Ammar,Dark Country,spotify:track:0zam0zicDzJstVeXMuGUtP,,,,trackdone,trackdone,False,False,False,1717438703,False,rebel blues
2024-06-03T18:24:42Z,windows,196890,TR,159.20.69.6,Valley of the Gun,The Ghost of Johnny Cash,Lost Archive,spotify:track:1XkP7ZEIRZS821nZ3wMgDw,,,,trackdone,trackdone,False,False,False,1717438885,False,Unknown
2024-06-03T18:26:30Z,windows,106597,TR,159.20.69.21,Trees of Old,Bound by Law,Supermajor,spotify:track:6t4CDBRMnUCIqnCWbmoIre,,,,trackdone,unexpected-exit-while-paused,False,False,False,1717439083,False,gothic americana
2024-06-04T05:39:35Z,ios,272440,TR,159.20.69.23,Sonne,Rammstein,Mutter,spotify:track:3gVhsZtseYtY1fMuyYq06F,,,,clickrow,trackdone,False,False,False,1717479303,False,"german metal, industrial, industrial metal, industrial rock, neue deutsche harte"
2024-06-04T11:15:40Z,windows,214343,TR,159.20.69.21,Sonne,Rammstein,Mutter,spotify:track:3gVhsZtseYtY1fMuyYq06F,,,,appload,trackdone,False,False,False,1717499522,False,"german metal, industrial, industrial metal, industrial rock, neue deutsche harte"
2024-06-04T11:16:47Z,windows,66016,TR,159.20.69.6,Sonne,Rammstein,Mutter,spotify:track:3gVhsZtseYtY1fMuyYq06F,,,,trackdone,unexpected-exit-while-paused,False,False,False,1717499740,False,"german metal, industrial, industrial metal, industrial rock, neue deutsche harte"
2024-06-04T11:40:09Z,ios,238224,TR,188.58.116.253,Sonne,Rammstein,Mutter,spotify:track:3gVhsZtseYtY1fMuyYq06F,,,,trackdone,endplay,False,True,False,1717479575,False,"german metal, industrial, industrial metal, industrial rock, neue deutsche harte"
2024-06-04T11:49:06Z,ios,536056,TR,188.58.116.253,Sonne,Rammstein,Mutter,spotify:track:3gVhsZtseYtY1fMuyYq06F,,,,clickrow,endplay,False,True,False,1717501209,False,"german metal, industrial, industrial metal, industrial rock, neue deutsche harte"
2024-06-04T11:57:17Z,ios,464167,TR,188.58.116.253,Ausländer,Rammstein,Rammstein,spotify:track:7j43FohbLVulScL7S9sQZk,,,,clickrow,endplay,False,True,False,1717501746,False,"german metal, industrial, industrial metal, industrial rock, neue deutsche harte"
2024-06-04T12:05:13Z,ios,476521,TR,188.58.116.253,Vicarious,TOOL,"10,000 Days",spotify:track:65ShmiE5aLBdcIGr7tHX35,,,,clickrow,endplay,False,True,False,1717502237,False,"alternative metal, art rock, nu metal, post-grunge, progressive metal, progressive rock, rock"
2024-06-04T12:05:17Z,ios,3134,TR,188.58.116.253,The Exorcist: Main Theme: Tubular Bells,Geek Music,The Exorcist: Main Theme: Tubular Bells,spotify:track:3ZzJMjqypHG6hn7SqtMUKc,,,,clickrow,endplay,False,True,False,1717502713,False,"scorecore, theme"
2024-06-04T12:08:52Z,ios,215201,TR,188.58.116.253,Jambi,TOOL,"10,000 Days",spotify:track:2gbPu2QNqhnnqtfK3yyeZ0,,,,clickrow,endplay,False,True,False,1717502717,False,"alternative metal, art rock, nu metal, post-grunge, progressive metal, progressive rock, rock"
2024-06-04T12:15:17Z,ios,385290,TR,188.58.116.253,"Volibear, the Relentless Storm",League of Legends,"Volibear, the Relentless Storm",spotify:track:6wMKi4VyXoxUHAOOJIJ1by,,,,clickrow,endplay,False,True,False,1717502932,False,"speedrun, video game music"
2024-06-04T12:18:42Z,ios,204754,TR,188.58.116.253,Ausländer,Rammstein,Rammstein,spotify:track:7j43FohbLVulScL7S9sQZk,,,,clickrow,endplay,False,True,False,1717503317,False,"german metal, industrial, industrial metal, industrial rock, neue deutsche harte"
2024-06-04T12:32:05Z,ios,323593,TR,159.20.69.4,Vicarious,TOOL,"10,000 Days",spotify:track:65ShmiE5aLBdcIGr7tHX35,,,,clickrow,endplay,False,True,False,1717503522,False,"alternative metal, art rock, nu metal, post-grunge, progressive metal, progressive rock, rock"
2024-06-04T12:34:10Z,ios,124691,TR,159.20.69.4,Soguk Mevsim,Massaka,Blutbeton 2,spotify:track:13pwegOE6Q3dsZeFc6tds2,,,,clickrow,endplay,False,True,False,1717504325,False,"turkish hip hop, turkish trap"
2024-06-04T12:36:03Z,ios,113639,TR,159.20.69.4,No Way Out,Sirius Beat,No Way Out,spotify:track:0CmSOWVCbqRbeHpj5l4l5J,,,,clickrow,endplay,False,True,False,1717504450,False,Unknown
2024-06-04T12:36:04Z,ios,766,TR,159.20.69.4,Sonne,Rammstein,Mutter,spotify:track:3gVhsZtseYtY1fMuyYq06F,,,,clickrow,endplay,False,True,False,1717504563,False,"german metal, industrial, industrial metal, industrial rock, neue deutsche harte"
2024-06-04T12:37:40Z,ios,96083,TR,159.20.69.4,Mein Herz brennt,Rammstein,Mutter,spotify:track:5ArNGisLzrNOIVwWajRRdt,,,,clickrow,endplay,False,True,False,1717504564,False,"german metal, industrial, industrial metal, industrial rock, neue deutsche harte"
2024-06-04T12:40:18Z,ios,158620,TR,159.20.69.4,The Exorcist: Main Theme: Tubular Bells,Geek Music,The Exorcist: Main Theme: Tubular Bells,spotify:track:3ZzJMjqypHG6hn7SqtMUKc,,,,clickrow,trackdone,False,False,False,1717504660,False,"scorecore, theme"
2024-06-04T12:40:39Z,ios,19835,TR,159.20.69.4,The Exorcist: Main Theme: Tubular Bells,Geek Music,The Exorcist: Main Theme: Tubular Bells,spotify:track:3ZzJMjqypHG6hn7SqtMUKc,,,,trackdone,endplay,False,True,False,1717504818,False,"scorecore, theme"
2024-06-04T12:41:41Z,ios,61789,TR,159.20.69.4,"Volibear, the Relentless Storm",League of Legends,"Volibear, the Relentless Storm",spotify:track:6wMKi4VyXoxUHAOOJIJ1by,,,,clickrow,endplay,False,True,False,1717504839,False,"speedrun, video game music"
2024-06-04T12:43:31Z,ios,109737,TR,159.20.69.4,Grim Reaper,DEgITx,Red Flower,spotify:track:2SO7i6UJkcSXjN3DPvgUju,,,,clickrow,endplay,False,True,False,1717504901,False,belarusian metal
2024-06-04T12:46:40Z,ios,188917,TR,159.20.69.4,Ausländer,Rammstein,Rammstein,spotify:track:7j43FohbLVulScL7S9sQZk,,,,clickrow,endplay,False,True,False,1717505011,False,"german metal, industrial, industrial metal, industrial rock, neue deutsche harte"
2024-06-04T12:52:39Z,ios,359259,TR,159.20.69.4,No Way Out,Sirius Beat,No Way Out,spotify:track:0CmSOWVCbqRbeHpj5l4l5J,,,,clickrow,endplay,False,True,False,1717505200,False,Unknown
2024-06-04T12:55:45Z,ios,185411,TR,159.20.69.4,Sonne,Rammstein,Mutter,spotify:track:3gVhsZtseYtY1fMuyYq06F,,,,clickrow,endplay,False,True,False,1717505559,False,"german metal, industrial, industrial metal, industrial rock, neue deutsche harte"
2024-06-04T12:58:23Z,ios,158620,TR,159.20.69.4,The Exorcist: Main Theme: Tubular Bells,Geek Music,The Exorcist: Main Theme: Tubular Bells,spotify:track:3ZzJMjqypHG6hn7SqtMUKc,,,,clickrow,trackdone,False,False,False,1717505745,False,"scorecore, theme"
2024-06-04T13:01:02Z,ios,158620,TR,159.20.69.4,The Exorcist: Main Theme: Tubular Bells,Geek Music,The Exorcist: Main Theme: Tubular Bells,spotify:track:3ZzJMjqypHG6hn7SqtMUKc,,,,trackdone,trackdone,False,False,False,1717505903,False,"scorecore, theme"
2024-06-04T13:01:44Z,ios,40994,TR,159.20.69.4,The Exorcist: Main Theme: Tubular Bells,Geek Music,The Exorcist: Main Theme: Tubular Bells,spotify:track:3ZzJMjqypHG6hn7SqtMUKc,,,,trackdone,endplay,False,True,False,1717506062,False,"scorecore, theme"
2024-06-04T13:05:35Z,ios,231603,TR,159.20.69.4,Ausländer,Rammstein,Rammstein,spotify:track:7j43FohbLVulScL7S9sQZk,,,,clickrow,trackdone,False,False,False,1717506104,False,"german metal, industrial, industrial metal, industrial rock, neue deutsche harte"
2024-06-04T13:09:33Z,ios,231042,TR,159.20.69.4,Ausländer,Rammstein,Rammstein,spotify:track:7j43FohbLVulScL7S9sQZk,,,,trackdone,endplay,False,True,False,1717506335,False,"german metal, industrial, industrial metal, industrial rock, neue deutsche harte"
2024-06-04T13:17:34Z,ios,480908,TR,159.20.69.4,"Pantheon, the Unbreakable Spear (From League of Legends: Season 9)",League of Legends,The Music of League of Legends: Season 9 (Original Game Soundtrack),spotify:track:2WuZNdPwSKkGCTKapd3GhG,,,,clickrow,endplay,False,True,False,1717506573,False,"speedrun, video game music"
2024-06-04T13:19:06Z,ios,87446,TR,159.20.69.4,Mein Herz brennt,Rammstein,Mutter,spotify:track:5ArNGisLzrNOIVwWajRRdt,,,,clickrow,endplay,False,True,False,1717507054,False,"german metal, industrial, industrial metal, industrial rock, neue deutsche harte"
2024-06-04T13:20:40Z,ios,82593,TR,159.20.69.4,WWE: Next Big Thing (Brock Lesnar),WWE,WWE: Next Big Thing (Brock Lesnar),spotify:track:0ekLsRL37OnzqAYDiVadmU,,,,clickrow,endplay,False,True,False,1717507146,False,wrestling
2024-06-04T13:24:31Z,ios,231603,TR,159.20.69.4,Ausländer,Rammstein,Rammstein,spotify:track:7j43FohbLVulScL7S9sQZk,,,,clickrow,trackdone,False,False,False,1717507240,False,"german metal, industrial, industrial metal, industrial rock, neue deutsche harte"
2024-06-05T08:22:21Z,ios,108928,TR,159.20.69.23,Ausländer,Rammstein,Rammstein,spotify:track:7j43FohbLVulScL7S9sQZk,,,,trackdone,endplay,False,True,False,1717507471,False,"german metal, industrial, industrial metal, industrial rock, neue deutsche harte"
2024-06-05T08:32:06Z,ios,414988,TR,188.58.116.253,Ausländer,Rammstein,Rammstein,spotify:track:7j43FohbLVulScL7S9sQZk,,,,clickrow,endplay,False,True,False,1717575741,False,"german metal, industrial, industrial metal, industrial rock, neue deutsche harte"
2024-06-05T08:38:40Z,ios,172893,TR,159.20.69.4,American Venom,Woody Jackson,The Music of Red Dead Redemption 2 (Original Score),spotify:track:3fJeJZlQVMCKZUw0BbPkSq,,,,clickrow,trackdone,False,False,False,1717576326,False,"old west, video game music"
2024-06-05T08:40:16Z,ios,94611,TR,159.20.69.4,American Venom,Woody Jackson,The Music of Red Dead Redemption 2 (Original Score),spotify:track:3fJeJZlQVMCKZUw0BbPkSq,,,,trackdone,endplay,False,True,False,1717576720,False,"old west, video game music"
2024-06-05T08:43:25Z,ios,188546,TR,159.20.69.4,The Exorcist: Main Theme: Tubular Bells,Geek Music,The Exorcist: Main Theme: Tubular Bells,spotify:track:3ZzJMjqypHG6hn7SqtMUKc,,,,clickrow,endplay,False,True,False,1717576816,False,"scorecore, theme"
2024-06-05T08:43:31Z,ios,6037,TR,159.20.69.4,"Pantheon, the Unbreakable Spear (From League of Legends: Season 9)",League of Legends,The Music of League of Legends: Season 9 (Original Game Soundtrack),spotify:track:2WuZNdPwSKkGCTKapd3GhG,,,,clickrow,endplay,False,True,False,1717577005,False,"speedrun, video game music"
2024-06-05T08:55:24Z,ios,713084,TR,159.20.69.4,Vicarious,TOOL,"10,000 Days",spotify:track:65ShmiE5aLBdcIGr7tHX35,,,,clickrow,endplay,False,True,False,1717577011,False,"alternative metal, art rock, nu metal, post-grunge, progressive metal, progressive rock, rock"
2024-06-05T09:01:35Z,ios,371636,TR,159.20.69.4,Sonne,Rammstein,Mutter,spotify:track:3gVhsZtseYtY1fMuyYq06F,,,,clickrow,trackdone,False,False,False,1717577724,False,"german metal, industrial, industrial metal, industrial rock, neue deutsche harte"
2024-06-05T09:05:40Z,ios,243704,TR,159.20.69.4,Sonne,Rammstein,Mutter,spotify:track:3gVhsZtseYtY1fMuyYq06F,,,,trackdone,endplay,False,True,False,1717578095,False,"german metal, industrial, industrial metal, industrial rock, neue deutsche harte"
2024-06-05T09:05:43Z,ios,2507,TR,159.20.69.4,War/Fanfare from Rocky IV,Vince DiCola,Rocky IV,spotify:track:409WAJPEw4a73vs2c5FIZI,,,,clickrow,endplay,False,True,False,1717578340,False,Unknown
2024-06-05T09:06:26Z,ios,43073,TR,159.20.69.4,Ievan Polkka,Korpiklaani,Manala,spotify:track:0iOQiZ4u83IDrufOZGaWld,,,,clickrow,endplay,False,True,False,1717578343,False,"finnish metal, folk metal, nordic folk metal, power metal, symphonic metal, viking metal"
2024-06-05T09:09:16Z,ios,169714,TR,159.20.69.4,Undead,Hollywood Undead,Swan Songs,spotify:track:5wBLDkxVvclanSitx5jq8e,,,,clickrow,endplay,False,True,False,1717578386,False,"alternative metal, modern rock, post-grunge, rap metal, rap rock"
2024-06-05T09:09:22Z,ios,6385,TR,159.20.69.4,War/Fanfare from Rocky IV,Vince DiCola,Rocky IV,spotify:track:409WAJPEw4a73vs2c5FIZI,,,,clickrow,endplay,False,True,False,1717578556,False,Unknown
2024-06-05T09:14:06Z,ios,284866,TR,159.20.69.4,Blood on My Hands - Remaster 2019,Demons & Wizards,Demons & Wizards (Remasters 2019),spotify:track:54pFmRnoVoKuHf1i36ZORF,,,,clickrow,trackdone,False,False,False,1717578562,False,"fantasy metal, german metal, german power metal, metal, power metal, speed metal, symphonic metal"
2024-06-05T09:14:23Z,ios,15309,TR,159.20.69.4,Fight The Power - Patlar Sonunda,Killa Hakan,Fight Kulüp,spotify:track:3YLHFvMy3oIjiTI0Q6jZmF,,,,trackdone,endplay,False,True,False,1717578846,False,"turkish hip hop, turkish trap"
2024-06-05T09:20:27Z,ios,364080,TR,159.20.69.4,Halls of Valhalla,Judas Priest,Redeemer of Souls (Deluxe),spotify:track:4zX2bEgFHUIZV8rR3qsLor,,,,clickrow,trackdone,False,False,False,1717578863,False,"album rock, alternative metal, birmingham metal, glam metal, hard rock, metal, rock"
2024-06-05T09:23:31Z,ios,183640,TR,159.20.69.4,In the Name of Tragedy,Motörhead,Inferno,spotify:track:0jVKdXM4LQm94SP33rNbi9,,,,trackdone,trackdone,False,False,False,1717579227,False,"alternative metal, hard rock, metal, nu metal, rock, speed metal"
